id,wp_id,slug,status,title,description_html,description_text,permalink,region,categories,featured_image_url,gallery_image_urls,wp_created,wp_modified
31,1516,beyond-hurstville,publish,Beyond – Hurstville,"<p data-start=""42"" data-end=""56""><strong>Why Beyond – Hurstville?</strong></p>
<p data-start=""42"" data-end=""56""><strong data-start=""42"" data-end=""56"">Landmarks:</strong></p>
<ul data-start=""58"" data-end=""170"">
<li data-start=""58"" data-end=""79"">2.5 km: Oatley Park</li>
<li data-start=""80"" data-end=""103"">3.0 km: Moore Reserve</li>
<li data-start=""104"" data-end=""136"">3.5 km: Mortdale Memorial Park</li>
<li data-start=""137"" data-end=""170"">4.0 km: Hurstville Civic Centre</li>
</ul>
<p data-start=""172"" data-end=""189""><strong data-start=""172"" data-end=""189"">Universities:</strong></p>
<ul data-start=""191"" data-end=""319"">
<li data-start=""191"" data-end=""238"">10.0 km: University of New South Wales (UNSW)</li>
<li data-start=""239"" data-end=""270"">12.0 km: University of Sydney</li>
<li data-start=""239"" data-end=""270"">15.0 km: University of Technology Sydney (UTS)</li>
</ul>",Why Beyond – Hurstville? Landmarks: 2.5 km: Oatley Park 3.0 km: Moore Reserve 3.5 km: Mortdale Memorial Park 4.0 km: Hurstville Civic Centre Universities: 10.0 km: University of New South Wales (UNSW) 12.0 km: University of Sydney 15.0 km: University of Technology Sydney (UTS),https://agent.sathomson.com.au/listing/beyond-hurstville/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/03/image-5.jpg,null,3/10/2025 23:25,3/12/2025 0:46
32,1500,671-chapel-street,publish,671 Chapel Street,"<p data-start=""92"" data-end=""109""><strong>Why 671 Chapel Street?</strong></p>
<p data-start=""92"" data-end=""109""><strong data-start=""92"" data-end=""109"">Universities:</strong></p>
<ul data-start=""111"" data-end=""222"">
<li data-start=""111"" data-end=""171"">
<p data-start=""113"" data-end=""171""><strong data-start=""113"" data-end=""151"">Swinburne University of Technology</strong>: Approximately 3 km</p>
</li>
<li data-start=""173"" data-end=""222"">
<p data-start=""175"" data-end=""222""><strong data-start=""175"" data-end=""202"">University of Melbourne</strong>: Approximately 6 km</p>
</li>
</ul>
<p data-start=""224"" data-end=""238""><strong data-start=""224"" data-end=""238"">Landmarks:</strong></p>
<ul data-start=""240"" data-end=""497"">
<li data-start=""240"" data-end=""287"">
<p data-start=""242"" data-end=""287""><strong data-start=""242"" data-end=""267"">Como House and Garden</strong>: Approximately 1 km</p>
</li>
<li data-start=""289"" data-end=""345"">
<p data-start=""291"" data-end=""345""><strong data-start=""291"" data-end=""325"">Royal Botanic Gardens Victoria</strong>: Approximately 2 km</p>
</li>
<li data-start=""347"" data-end=""394"">
<p data-start=""349"" data-end=""394""><strong data-start=""349"" data-end=""374"">Shrine of Remembrance</strong>: Approximately 3 km</p>
</li>
<li data-start=""396"" data-end=""452"">
<p data-start=""398"" data-end=""452""><strong data-start=""398"" data-end=""432"">Melbourne Cricket Ground (MCG)</strong>: Approximately 4 km</p>
</li>
<li data-start=""454"" data-end=""497"">
<p data-start=""456"" data-end=""497""><strong data-start=""456"" data-end=""477"">Federation Square</strong>: Approximately 4 km</p>
</li>
</ul>",Why 671 Chapel Street? Universities: Swinburne University of Technology : Approximately 3 km University of Melbourne : Approximately 6 km Landmarks: Como House and Garden : Approximately 1 km Royal Botanic Gardens Victoria : Approximately 2 km Shrine of Remembrance : Approximately 3 km Melbourne Cricket Ground (MCG) : Approximately 4 km Federation Square : Approximately 4 km,https://agent.sathomson.com.au/listing/671-chapel-street/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/03/cs3.png,null,3/4/2025 5:26,6/30/2025 5:30
33,1485,640-bourke-street,publish,640 Bourke Street,"<p data-start=""0"" data-end=""17""><strong>Why 640 Bourke Street?</strong></p>
<p data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""247"">
<li data-start=""19"" data-end=""61"">
<p data-start=""21"" data-end=""61"">0.1 km: Analytics Institute of Australia</p>
</li>
<li data-start=""88"" data-end=""141"">
<p data-start=""90"" data-end=""141"">0.3 km: Federation University Melbourne City Campus</p>
</li>
<li data-start=""143"" data-end=""194"">
<p data-start=""145"" data-end=""194"">1.8 km: RMIT University (Latrobe)</p>
</li>
<li data-start=""196"" data-end=""247"">
<p data-start=""198"" data-end=""247"">1.2 km: Victoria University City Tower</p>
</li>
<li data-start=""196"" data-end=""247"">2.1 km: Torrens University, Flinders Street Campus</li>
</ul>
<p data-start=""249"" data-end=""263""><strong data-start=""249"" data-end=""263"">Landmarks:</strong></p>
<ul data-start=""265"" data-end=""614"">
<li data-start=""265"" data-end=""293"">
<p data-start=""267"" data-end=""293"">0.3 km: Bourke Street Mall</p>
</li>
<li data-start=""295"" data-end=""339"">
<p data-start=""297"" data-end=""339"">0.5 km: Melbourne Visitor Hub at Town Hall</p>
</li>
<li data-start=""341"" data-end=""370"">
<p data-start=""343"" data-end=""370"">0.7 km: Chinatown Melbourne</p>
</li>
<li data-start=""372"" data-end=""399"">
<p data-start=""374"" data-end=""399"">0.8 km: Federation Square</p>
</li>
<li data-start=""401"" data-end=""429"">
<p data-start=""403"" data-end=""429"">1.0 km: Old Melbourne Gaol</p>
</li>
<li data-start=""431"" data-end=""466"">
<p data-start=""433"" data-end=""466"">1.2 km: Royal Exhibition Building</p>
</li>
<li data-start=""468"" data-end=""508"">
<p data-start=""470"" data-end=""508"">1.5 km: Melbourne Cricket Ground (MCG)</p>
</li>
<li data-start=""510"" data-end=""548"">
<p data-start=""512"" data-end=""548"">1.8 km: National Gallery of Victoria</p>
</li>
<li data-start=""550"" data-end=""581"">
<p data-start=""552"" data-end=""581"">2.0 km: Queen Victoria Market</p>
</li>
<li data-start=""583"" data-end=""614"">
<p data-start=""585"" data-end=""614"">2.5 km: Royal Botanic Gardens</p>
</li>
</ul>
<p> </p>
<p><strong>Note</strong> : Price list, Brochers and Floorplans will be available after 13th March ( official project launch)</p>","Why 640 Bourke Street? Universities: 0.1 km: Analytics Institute of Australia 0.3 km: Federation University Melbourne City Campus 1.8 km: RMIT University (Latrobe) 1.2 km: Victoria University City Tower 2.1 km: Torrens University, Flinders Street Campus Landmarks: 0.3 km: Bourke Street Mall 0.5 km: Melbourne Visitor Hub at Town Hall 0.7 km: Chinatown Melbourne 0.8 km: Federation Square 1.0 km: Old Melbourne Gaol 1.2 km: Royal Exhibition Building 1.5 km: Melbourne Cricket Ground (MCG) 1.8 km: National Gallery of Victoria 2.0 km: Queen Victoria Market 2.5 km: Royal Botanic Gardens Note : Price list, Brochers and Floorplans will be available after 13th March ( official project launch)",https://agent.sathomson.com.au/listing/640-bourke-street/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/02/FAR003-VA05A-A-L1-Conservatory-Lounge-1420x768-1.jpg,null,2/27/2025 5:14,5/12/2025 6:36
34,1469,scotch-hill-gardens,publish,Scotch Hill Gardens,"<p data-start=""0"" data-end=""17""><strong>Why Scotch Hill Gardens?</strong></p>
<p data-start=""0"" data-end=""17"">This project consists of 6 unique buildings.</p>
<p data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""63"">
<li data-start=""19"" data-end=""63"">1.5 km: Swinburne University of Technology</li>
</ul>
<p data-start=""65"" data-end=""79""><strong data-start=""65"" data-end=""79"">Landmarks:</strong></p>
<ul data-start=""81"" data-end=""428"">
<li data-start=""81"" data-end=""105"">
<p data-start=""83"" data-end=""105"">0.5 km: Scotch College</p>
</li>
<li data-start=""107"" data-end=""150"">
<p data-start=""109"" data-end=""150"">1.2 km: Glenferrie Road Shopping Precinct</p>
</li>
<li data-start=""152"" data-end=""182"">
<p data-start=""154"" data-end=""182"">1.8 km: Hawthorn Arts Centre</p>
</li>
<li data-start=""184"" data-end=""205"">
<p data-start=""186"" data-end=""205"">2.0 km: Yarra River</p>
</li>
<li data-start=""207"" data-end=""249"">
<p data-start=""209"" data-end=""249"">2.5 km: Victoria Gardens Shopping Centre</p>
</li>
<li data-start=""251"" data-end=""291"">
<p data-start=""253"" data-end=""291"">3.0 km: Melbourne Cricket Ground (MCG)</p>
</li>
<li data-start=""293"" data-end=""324"">
<p data-start=""295"" data-end=""324"">3.5 km: Royal Botanic Gardens</p>
</li>
<li data-start=""326"" data-end=""353"">
<p data-start=""328"" data-end=""353"">4.0 km: Federation Square</p>
</li>
<li data-start=""355"" data-end=""393"">
<p data-start=""357"" data-end=""393"">4.5 km: National Gallery of Victoria</p>
</li>
<li data-start=""395"" data-end=""428"">
<p data-start=""397"" data-end=""428"">5.0 km: Flinders Street Station</p>
</li>
</ul>
<p> </p>
<p><strong>Note</strong> : Display home available. Please call <strong>Erin – 0452 282 895</strong> and make an appointment before visiting the display. Floorplans can be accissible through Hampton Agent Portal.</p>",Why Scotch Hill Gardens? This project consists of 6 unique buildings. Universities: 1.5 km: Swinburne University of Technology Landmarks: 0.5 km: Scotch College 1.2 km: Glenferrie Road Shopping Precinct 1.8 km: Hawthorn Arts Centre 2.0 km: Yarra River 2.5 km: Victoria Gardens Shopping Centre 3.0 km: Melbourne Cricket Ground (MCG) 3.5 km: Royal Botanic Gardens 4.0 km: Federation Square 4.5 km: National Gallery of Victoria 5.0 km: Flinders Street Station Note : Display home available. Please call Erin – 0452 282 895 and make an appointment before visiting the display. Floorplans can be accissible through Hampton Agent Portal.,https://agent.sathomson.com.au/listing/scotch-hill-gardens/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/02/slide1.jpg,null,2/27/2025 4:02,7/25/2025 5:05
35,1445,citrine,publish,Citrine,"<h3>Why Citrine</h3>
<h3>Closest Universities:</h3>
<ul>
<li><strong>8 km</strong> – Griffith University (Nathan Campus)</li>
<li><strong>18 km</strong> – Queensland University of Technology (Gardens Point Campus)</li>
<li><strong>20 km</strong> – University of Queensland (St Lucia Campus)</li>
<li><strong>22 km</strong> – Griffith University (Mt Gravatt Campus)</li>
</ul>
<h3>Closest Landmarks:</h3>
<ul>
<li><strong>5 km</strong> – Westfield Garden City</li>
<li><strong>10 km</strong> – Daisy Hill Conservation Park</li>
<li><strong>12 km</strong> – Brisbane Technology Park</li>
<li><strong>18 km</strong> – South Bank Parklands</li>
<li><strong>19 km</strong> – Brisbane CBD</li>
<li><strong>22 km</strong> – Mount Coot-Tha Lookout</li>
</ul>",Why Citrine Closest Universities: 8 km – Griffith University (Nathan Campus) 18 km – Queensland University of Technology (Gardens Point Campus) 20 km – University of Queensland (St Lucia Campus) 22 km – Griffith University (Mt Gravatt Campus) Closest Landmarks: 5 km – Westfield Garden City 10 km – Daisy Hill Conservation Park 12 km – Brisbane Technology Park 18 km – South Bank Parklands 19 km – Brisbane CBD 22 km – Mount Coot-Tha Lookout,https://agent.sathomson.com.au/listing/citrine/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/02/R4_Kitchen_Light_v8-scaled.jpg,null,2/11/2025 4:14,2/11/2025 4:14
36,1441,griffin,publish,Griffin,"<h3>Why Griffin</h3>
<h3>Closest Universities:</h3>
<ul>
<li><strong>11 km</strong> – University of the Sunshine Coast (Moreton Bay Campus)</li>
<li><strong>26 km</strong> – Queensland University of Technology (Gardens Point Campus)</li>
<li><strong>28 km</strong> – University of Queensland (St Lucia Campus)</li>
<li><strong>29 km</strong> – Griffith University (Nathan Campus)</li>
</ul>
<h3>Closest Landmarks:</h3>
<ul>
<li><strong>5 km</strong> – Westfield North Lakes</li>
<li><strong>6 km</strong> – Lake Eden</li>
<li><strong>8 km</strong> – Redcliffe Peninsula</li>
<li><strong>10 km</strong> – Brisbane Entertainment Centre</li>
<li><strong>15 km</strong> – Shorncliffe Pier</li>
<li><strong>26 km</strong> – Brisbane CBD</li>
</ul>",Why Griffin Closest Universities: 11 km – University of the Sunshine Coast (Moreton Bay Campus) 26 km – Queensland University of Technology (Gardens Point Campus) 28 km – University of Queensland (St Lucia Campus) 29 km – Griffith University (Nathan Campus) Closest Landmarks: 5 km – Westfield North Lakes 6 km – Lake Eden 8 km – Redcliffe Peninsula 10 km – Brisbane Entertainment Centre 15 km – Shorncliffe Pier 26 km – Brisbane CBD,https://agent.sathomson.com.au/listing/griffin/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/02/bpg1.png,null,2/10/2025 6:24,2/10/2025 6:24
37,1424,harvest,publish,Harvest,"<p><strong>Why Harvest?</strong></p>
<p><strong>Universities:</strong></p>
<ul>
<li>10.5 km – Griffith University Nathan Campus</li>
<li>17.2 km – University of Queensland St Lucia Campus</li>
<li>20.3 km – Queensland University of Technology Gardens Point Campus</li>
</ul>
<p><strong>Landmarks:</strong></p>
<ul>
<li>1.6 km – Runcorn State High School</li>
<li>2.0 km – Runcorn Tavern</li>
<li>3.5 km – Sunnybank Hills Shoppingtown</li>
<li>4.0 km – Calamvale Central Shopping Centre</li>
<li>5.0 km – Karawatha Forest Park</li>
</ul>
<p><strong>Payments</strong></p>
<p>Foreign buyes are applicable for FIRB charges. AUD 14100  (less than 1M), AUD 14100  (less than 1M)</p>
<p> </p>","Why Harvest? Universities: 10.5 km – Griffith University Nathan Campus 17.2 km – University of Queensland St Lucia Campus 20.3 km – Queensland University of Technology Gardens Point Campus Landmarks: 1.6 km – Runcorn State High School 2.0 km – Runcorn Tavern 3.5 km – Sunnybank Hills Shoppingtown 4.0 km – Calamvale Central Shopping Centre 5.0 km – Karawatha Forest Park Payments Foreign buyes are applicable for FIRB charges. AUD 14100 (less than 1M), AUD 14100 (less than 1M)",https://agent.sathomson.com.au/listing/harvest/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/01/PR25708-229-Persse-Road-U1-living-1017-FI-scaled.jpg,null,1/22/2025 7:09,1/23/2025 4:26
38,1415,west-side-place,publish,West Side Place,"<p><strong>Why West Side Place?</strong></p>
<p><strong>Universities:</strong></p>
<ol>
<li><strong>1.5 km</strong> – RMIT University, City Campus</li>
<li><strong>2.5 km</strong> – University of Melbourne, Parkville Campus</li>
</ol>
<p><strong>Landmarks:</strong></p>
<ol>
<li><strong>0.1 km</strong> – Southern Cross Station</li>
<li><strong>0.5 km</strong> – Marvel Stadium</li>
<li><strong>1.0 km</strong> – Flagstaff Gardens</li>
<li><strong>1.2 km</strong> – Queen Victoria Market</li>
<li><strong>1.5 km</strong> – Crown Casino and Entertainment Complex</li>
<li><strong>1.8 km</strong> – Federation Square</li>
</ol>
<p> </p>","Why West Side Place? Universities: 1.5 km – RMIT University, City Campus 2.5 km – University of Melbourne, Parkville Campus Landmarks: 0.1 km – Southern Cross Station 0.5 km – Marvel Stadium 1.0 km – Flagstaff Gardens 1.2 km – Queen Victoria Market 1.5 km – Crown Casino and Entertainment Complex 1.8 km – Federation Square",https://agent.sathomson.com.au/listing/west-side-place/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/01/2B-Living_Dining_Kitchen_Type-04_TA-scaled.jpg,null,1/21/2025 4:30,3/18/2025 2:27
39,1370,cowle-collective,publish,Cowle Collective,"<h3>Why Cowle Collective?</h3>
<h3>Universities</h3>
<ol>
<li><strong>3.0 km</strong> – University of Western Australia (UWA)</li>
<li><strong>6.0 km</strong> – Edith Cowan University (Mount Lawley Campus)</li>
<li><strong>9.0 km</strong> – Curtin University (Perth Campus)</li>
</ol>
<h3>Landmarks</h3>
<ol>
<li><strong>1.0 km</strong> – Kings Park and Botanic Garden</li>
<li><strong>1.5 km</strong> – RAC Arena</li>
<li><strong>2.5 km</strong> – Perth CBD</li>
<li><strong>3.0 km</strong> – Elizabeth Quay</li>
<li><strong>4.5 km</strong> – Optus Stadium</li>
<li><strong>5.0 km</strong> – Perth Zoo</li>
</ol>",Why Cowle Collective? Universities 3.0 km – University of Western Australia (UWA) 6.0 km – Edith Cowan University (Mount Lawley Campus) 9.0 km – Curtin University (Perth Campus) Landmarks 1.0 km – Kings Park and Botanic Garden 1.5 km – RAC Arena 2.5 km – Perth CBD 3.0 km – Elizabeth Quay 4.5 km – Optus Stadium 5.0 km – Perth Zoo,https://agent.sathomson.com.au/listing/cowle-collective/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/12/Project14212_6.jpg,null,12/4/2024 5:32,2/24/2025 0:59
40,1357,jolie-residences,publish,Jolie Residences,"<h3>Why Jolie Residences?</h3>
<h3>Universities</h3>
<ol>
<li><strong>4.5 km</strong> – University of Western Australia (UWA)</li>
<li><strong>6.0 km</strong> – Edith Cowan University, Mount Lawley Campus</li>
<li><strong>8.0 km</strong> – Curtin University, Perth Campus</li>
</ol>
<h3>Landmarks</h3>
<ol>
<li><strong>1.0 km</strong> – Henderson Park</li>
<li><strong>1.5 km</strong> – Wembley Sports Park</li>
<li><strong>2.0 km</strong> – Floreat Forum Shopping Centre</li>
<li><strong>3.0 km</strong> – Kings Park and Botanic Garden</li>
<li><strong>6.0 km</strong> – Perth CBD</li>
<li><strong>7.0 km</strong> – Elizabeth Quay</li>
</ol>","Why Jolie Residences? Universities 4.5 km – University of Western Australia (UWA) 6.0 km – Edith Cowan University, Mount Lawley Campus 8.0 km – Curtin University, Perth Campus Landmarks 1.0 km – Henderson Park 1.5 km – Wembley Sports Park 2.0 km – Floreat Forum Shopping Centre 3.0 km – Kings Park and Botanic Garden 6.0 km – Perth CBD 7.0 km – Elizabeth Quay",https://agent.sathomson.com.au/listing/jolie-residences/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/12/Project14660_9.jpg,null,12/3/2024 23:15,5/1/2025 4:34
41,1344,lyric-on-eighth,publish,Lyric On Eighth,"<h3>Why Lyric On Eighth?</h3>
<h3>Universities</h3>
<ol>
<li><strong>4.0 km</strong> – Edith Cowan University, Mount Lawley Campus</li>
<li><strong>6.5 km</strong> – University of Western Australia (UWA)</li>
<li><strong>9.0 km</strong> – Curtin University, Perth Campus</li>
<li><strong>6.0 km</strong> – Murdoch University, CBD Campus</li>
</ol>
<h3>Landmarks</h3>
<ol>
<li><strong>1.0 km</strong> – Maylands Yacht Club</li>
<li><strong>1.5 km</strong> – Bardon Park (Swan River Foreshore)</li>
<li><strong>4.0 km</strong> – Perth CBD</li>
<li><strong>5.5 km</strong> – Elizabeth Quay</li>
<li><strong>7.0 km</strong> – Optus Stadium</li>
<li><strong>8.0 km</strong> – Kings Park and Botanic Garden</li>
</ol>","Why Lyric On Eighth? Universities 4.0 km – Edith Cowan University, Mount Lawley Campus 6.5 km – University of Western Australia (UWA) 9.0 km – Curtin University, Perth Campus 6.0 km – Murdoch University, CBD Campus Landmarks 1.0 km – Maylands Yacht Club 1.5 km – Bardon Park (Swan River Foreshore) 4.0 km – Perth CBD 5.5 km – Elizabeth Quay 7.0 km – Optus Stadium 8.0 km – Kings Park and Botanic Garden",https://agent.sathomson.com.au/listing/lyric-on-eighth/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/12/Project14603_9.jpg,null,12/3/2024 22:25,5/1/2025 4:25
42,1335,olive-street,publish,Olive Street,"<h3>Why Olive Street?</h3>
<h3>Universities</h3>
<ol>
<li><strong>3.5 km</strong> – University of Western Australia (UWA)</li>
<li><strong>5.0 km</strong> – Curtin University (Perth Campus)</li>
<li><strong>6.0 km</strong> – Edith Cowan University (Mount Lawley Campus)</li>
<li><strong>7.0 km</strong> – Murdoch University (Perth CBD Campus)</li>
</ol>
<h3>Landmarks</h3>
<ol>
<li><strong>0.5 km</strong> – Subiaco Oval (sports and entertainment venue)</li>
<li><strong>1.0 km</strong> – Kings Park and Botanic Garden</li>
<li><strong>1.2 km</strong> – Subiaco Station Street Markets</li>
<li><strong>4.0 km</strong> – Perth CBD</li>
<li><strong>5.5 km</strong> – Elizabeth Quay</li>
<li><strong>6.0 km</strong> – Perth Zoo</li>
<li><strong>6.5 km</strong> – Optus Stadium</li>
<li><strong>7.0 km</strong> – Crown Perth (entertainment complex)</li>
</ol>",Why Olive Street? Universities 3.5 km – University of Western Australia (UWA) 5.0 km – Curtin University (Perth Campus) 6.0 km – Edith Cowan University (Mount Lawley Campus) 7.0 km – Murdoch University (Perth CBD Campus) Landmarks 0.5 km – Subiaco Oval (sports and entertainment venue) 1.0 km – Kings Park and Botanic Garden 1.2 km – Subiaco Station Street Markets 4.0 km – Perth CBD 5.5 km – Elizabeth Quay 6.0 km – Perth Zoo 6.5 km – Optus Stadium 7.0 km – Crown Perth (entertainment complex),https://agent.sathomson.com.au/listing/olive-street/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/12/Project14662_4.jpg,null,12/3/2024 7:23,5/1/2025 4:23
43,1321,bradmill-yarraville,publish,Bradmill Yarraville,"<h3>Why Bradmill Yarraville</h3>
<h3>Closest Universities:</h3>
<ul>
<li><strong>9 km</strong> – Victoria University (Footscray Park Campus)</li>
<li><strong>12 km</strong> – RMIT University (City Campus)</li>
<li><strong>13 km</strong> – University of Melbourne (Parkville Campus)</li>
<li><strong>12 km</strong> – Victoria University (City Flinders Campus)</li>
</ul>
<h3>Closest Landmarks:</h3>
<ul>
<li><strong>4 km</strong> – Yarraville Gardens</li>
<li><strong>4 km</strong> – Footscray Park</li>
<li><strong>8 km</strong> – Highpoint Shopping Centre</li>
<li><strong>11 km</strong> – Marvel Stadium</li>
<li><strong>12 km</strong> – Queen Victoria Market</li>
<li><strong>13 km</strong> – Melbourne Zoo</li>
</ul>",Why Bradmill Yarraville Closest Universities: 9 km – Victoria University (Footscray Park Campus) 12 km – RMIT University (City Campus) 13 km – University of Melbourne (Parkville Campus) 12 km – Victoria University (City Flinders Campus) Closest Landmarks: 4 km – Yarraville Gardens 4 km – Footscray Park 8 km – Highpoint Shopping Centre 11 km – Marvel Stadium 12 km – Queen Victoria Market 13 km – Melbourne Zoo,https://agent.sathomson.com.au/listing/bradmill-yarraville/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/bradmill9.jpg,null,11/11/2024 7:03,2/10/2025 3:32
44,1316,warralily-estate,publish,Warralily Estate – Geelong,"<h3>Why Warralily Estate ?</h3>
<h3>Closest Universities:</h3>
<ul>
<li><strong>14 km</strong> – Deakin University (Waurn Ponds Campus)</li>
<li><strong>19 km</strong> – Deakin University (Waterfront Campus)</li>
<li><strong>20 km</strong> – Gordon Institute of TAFE (Geelong City Campus)</li>
</ul>
<h3>Closest Landmarks:</h3>
<ul>
<li><strong>9 km</strong> – Waurn Ponds Shopping Centre</li>
<li><strong>11 km</strong> – Armstrong Creek Town Centre</li>
<li><strong>12 km</strong> – Lake Connewarre Wildlife Reserve</li>
<li><strong>14 km</strong> – Geelong Botanic Gardens</li>
<li><strong>15 km</strong> – Geelong Waterfront (Cunningham Pier)</li>
<li><strong>15 km</strong> – Eastern Beach</li>
</ul>",Why Warralily Estate ? Closest Universities: 14 km – Deakin University (Waurn Ponds Campus) 19 km – Deakin University (Waterfront Campus) 20 km – Gordon Institute of TAFE (Geelong City Campus) Closest Landmarks: 9 km – Waurn Ponds Shopping Centre 11 km – Armstrong Creek Town Centre 12 km – Lake Connewarre Wildlife Reserve 14 km – Geelong Botanic Gardens 15 km – Geelong Waterfront (Cunningham Pier) 15 km – Eastern Beach,https://agent.sathomson.com.au/listing/warralily-estate/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/waralily-1.png,null,11/8/2024 1:49,11/8/2024 2:01
45,1301,epping-road,publish,Epping Road,"<h3>About</h3>
<p>The Wollert Precinct Structure Plan (PSP) has been gazetted by government for future industrial rezoning ensuring strong future upside in an emerging commercial and industrial precinct.</p>
<h3>Landmarks</h3>
<p>+ CBD: 24km*<br />
+ Hume Freeway 4.5km*<br />
+ Epping Industrial Market/ Activity Centre 4.6km*</p>",About The Wollert Precinct Structure Plan (PSP) has been gazetted by government for future industrial rezoning ensuring strong future upside in an emerging commercial and industrial precinct. Landmarks + CBD: 24km* + Hume Freeway 4.5km* + Epping Industrial Market/ Activity Centre 4.6km*,https://agent.sathomson.com.au/listing/epping-road/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/epping1.jpg,null,11/6/2024 5:28,11/6/2024 5:39
46,1285,maplestone-sunbury,publish,Maplestone – Sunbury,"<h3>Why Sunbury ?</h3>
<h3>Universities</h3>
<ul>
<li><strong>22.0 km</strong> – Victoria University, Footscray Park Campus</li>
<li><strong>37.0 km</strong> – RMIT University, Melbourne City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li><strong>5.0 km</strong> – Sunbury Square Shopping Centre</li>
<li><strong>5.5 km</strong> – Sunbury Train Station</li>
<li><strong>6.0 km</strong> – Goonawarra Golf Club</li>
<li><strong>6.5 km</strong> – Sunbury Recreation Reserve</li>
<li><strong>8.0 km</strong> – The Nook (a popular nature reserve and picnic spot)</li>
<li><strong>36.0 km</strong> – Melbourne CBD</li>
</ul>","Why Sunbury ? Universities 22.0 km – Victoria University, Footscray Park Campus 37.0 km – RMIT University, Melbourne City Campus Landmarks 5.0 km – Sunbury Square Shopping Centre 5.5 km – Sunbury Train Station 6.0 km – Goonawarra Golf Club 6.5 km – Sunbury Recreation Reserve 8.0 km – The Nook (a popular nature reserve and picnic spot) 36.0 km – Melbourne CBD",https://agent.sathomson.com.au/listing/maplestone-sunbury/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/maple1.png,null,11/1/2024 6:25,11/1/2024 6:27
47,1283,everley-sunbury,publish,Everley – Sunbury,"<h3>Why Sunbury ?</h3>
<h3>Universities</h3>
<ul>
<li><strong>22.0 km</strong> – Victoria University, Footscray Park Campus</li>
<li><strong>37.0 km</strong> – RMIT University, Melbourne City Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li><strong>5.0 km</strong> – Sunbury Square Shopping Centre</li>
<li><strong>5.5 km</strong> – Sunbury Train Station</li>
<li><strong>6.0 km</strong> – Goonawarra Golf Club</li>
<li><strong>6.5 km</strong> – Sunbury Recreation Reserve</li>
<li><strong>8.0 km</strong> – The Nook (a popular nature reserve and picnic spot)</li>
<li><strong>36.0 km</strong> – Melbourne CBD</li>
</ul>","Why Sunbury ? Universities 22.0 km – Victoria University, Footscray Park Campus 37.0 km – RMIT University, Melbourne City Campus Landmarks 5.0 km – Sunbury Square Shopping Centre 5.5 km – Sunbury Train Station 6.0 km – Goonawarra Golf Club 6.5 km – Sunbury Recreation Reserve 8.0 km – The Nook (a popular nature reserve and picnic spot) 36.0 km – Melbourne CBD",https://agent.sathomson.com.au/listing/everley-sunbury/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/sun1.png,null,11/1/2024 6:16,11/1/2024 6:28
48,1278,ortus-cranbourne,publish,Ortus – Cranbourne,"<h3>Why Ortus – Cranbourne</h3>
<h3>Universities</h3>
<ul>
<li><strong>21.0 km</strong> – Monash University, Peninsula Campus</li>
<li><strong>30.0 km</strong> – Deakin University, Burwood Campus</li>
<li><strong>40.0 km</strong> – University of Melbourne, Parkville Campus</li>
</ul>
<h3>Landmarks</h3>
<ul>
<li><strong>5.0 km</strong> – Royal Botanic Gardens Cranbourne</li>
<li><strong>8.5 km</strong> – Cranbourne Park Shopping Centre</li>
<li><strong>10.0 km</strong> – Casey Fields Sports Complex</li>
<li><strong>15.0 km</strong> – Frankston Beach</li>
<li><strong>32.0 km</strong> – Melbourne CBD</li>
</ul>","Why Ortus – Cranbourne Universities 21.0 km – Monash University, Peninsula Campus 30.0 km – Deakin University, Burwood Campus 40.0 km – University of Melbourne, Parkville Campus Landmarks 5.0 km – Royal Botanic Gardens Cranbourne 8.5 km – Cranbourne Park Shopping Centre 10.0 km – Casey Fields Sports Complex 15.0 km – Frankston Beach 32.0 km – Melbourne CBD",https://agent.sathomson.com.au/listing/ortus-cranbourne/,,null,https://agent.sathomson.com.au/wp-content/uploads/2024/11/cranebourne.png,null,11/1/2024 2:29,11/1/2024 2:34
